0	1	0.816545644415215
2	3	1.1044339735326356
4	0	1.055369935470261
4	1	2.074768197255353
3	5	1.1005708558918692
6	0	0.816545644415215
6	1	2.6280469117860044
4	6	2.7052121026565903
2	7	0.6304439054012371
0	8	2.376309016757091
4	3	6.673944646764286
1	5	0.9479801362627969
0	5	0.9479801362627969
0	3	0.9479801362627969
4	2	1.1581288731363677
4	5	1.225246551833931
3	1	1.967378398047889
9	10	1.584206011171394
6	2	1.0387167276088447
6	5	0.9479801362627969
6	3	2.597822303449126
6	7	0.6304439054012371
4	11	0.5276849677351305
